tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Yoga Cười,https://www.vinabook.com/images/thumbnails/product/240x/326084_p85989m14.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Lesley Lyle     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lesley Lyle giới thiệu bằng chứng khoa học đáng ngạc nhiên cho thấy cười quan trọng thế nào đối với sức khỏe tinh thần và thể chất của chúng ta, thành công của chúng ta, những mối quan hệ, sự nghiệp của chúng ta – thực tế là, mọi khía cạnh cuộc sống của chúng ta. Lấy cảm hứng từ Yoga Cười, một phong trào ở Ấn Độ do bác sĩ Madan Kataria sáng lập, sử dụng những bài tập thể dục cười và hít thở đem lại những thay đổi kỳ diệu cho sức khỏe và sự an vui của hàng ngàn con người, Lesley tiết lộ: * Bằng chứng khoa học về tác động có lợi của cười đối với sức khỏe, trong đó có hạ huyết áp và cải thiện khả năng tập trung * Khía cạnh cảm xúc của tiếng cười và cười có thể làm giảm nhẹ lo âu, căng thẳng và trầm cảm như thế nào * Khía cạnh tinh thần của tiếng cười và cười có thể giúp đem lại ý nghĩa kết nối và viên mãn như thế nào Xuyên suốt cuốn sách Lesley tiết lộ cách đưa tiếng cười vào cuộc sống hằng ngày nhiều hơn, bao gồm những bài tập đơn giản nhưng vui nhộn sẽ giúp bạn nhìn ra cơ hội để cười ngay cả ở những nơi không ngờ nhất. Có thể cười giả như một bài tập thể dục theo nhóm; tiếp xúc bằng mắt và vui đùa như trẻ con, chẳng mấy chốc sẽ thành cười thật và lây lan. Cuốn sách này sẽ khai sáng, lẫn cung cấp kiến thức – nhưng quan trọng nhất là, sẽ làm thay đổi tích cực cuộc đời bạn.‘Chìa khóa mở cánh cửa hạnh phúc là bắt đầu ở vị trí hiện tại của bạn, hôm nay. Từ đó chúng ta có thể học cách tiếp thu những thói quen khiến chúng ta cảm thấy hạnh phúc hơn và bền sức hơn. Cười vì vui vẻ hay cười để trở nên vui vẻ hơn thực sự không quan trọng, kết quả đều như nhau.’Mời bạn đón đọc. ",90.0, 13 x 20.5 cm , 11/01/2019 , NXB Trẻ , Nxb Trẻ ,256.0, Lesley Lyle , Bìa mềm , Vũ Bình Minh 
Đạo Của Người Chạy Bộ,https://www.vinabook.com/images/thumbnails/product/240x/327384_p86123mscan0001.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Gary Dudney     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Tập bút ký, bình luận của cây bút bình luận thể thao nổi tiếng về hoạt động chạy bộ. Tác giả đi từ chính những trải nghiệm của mình cho đến những khám phá sâu sắc về tinh thần của những người đam mê chạy bộ. Người đọc không chỉ nhận thấy chạy bộ là hoạt động rèn luyện thể chất, mà còn biết cách khám phá ra những tiềm năng mới của bản thân, sử dụng chạy bộ như một phương pháp luyện tinh thần. Chạy bộ được nâng lên thành Đạo, là điểm tựa tinh thần cho những ai yêu thích hoạt động này và muốn cải biến cả thế giới tư tưởng của mình.Đạo của người chạy bộ cho người đọc một góc nhìn mới về mặt tinh thần của chạy bộ trong khi thưởng thức những câu chuyện phiêu lưu đầy màu sắc xung quanh việc chạy. Vượt xa cả những bài tập tiêu chuẩn và những lời khuyên về chạy đua ta vẫn gặp trong hầu hết các cuốn sách về chạy bộ, tập sách này giúp những người yêu thích chạy bộ hiểu sâu hơn về tiến trình mà chạy bộ gắn kết với khát vọng, mục tiêu và triết lý sống của ta. ""Mời bạn đón đọc. ",120.0, 13.5 x 20.5 cm , 01/2019 , Huy Hoàng , NXB Dân Trí ,400.0, Gary Dudney , Bìa mềm , Minh Vũ 
Giải Thoát Linh Hồn,https://www.vinabook.com/images/thumbnails/product/240x/321686_p85447mscan0001.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Osho 
                                                                                                                                            - Tên thật là Chandra Mohan Jain, sinh ngày 11/12/1931, tại bang Madhya Pradesh, Ấn Độ- 1951: Học Đại học Hatkirini và sau đó là Đại học Jain tại Jabalpur- 21-13-1953: Chứng ngộ- 1955: Tốt nghiệp khoa Triết, Đại học Jain và lấy bằng M.A Triết tại Đại học Sagar năm 1957- 1958: Giảng ",268.0, 16 x 24 cm , 11/2018 , Đông Nam , NXB Hồng Đức ,684.0, Osho , Bìa mềm , Nguyễn Tuấn Anh 
Chánh Niệm Ứng Dụng - Chẳng Cần Ngồi Yên Vẫn Có Thể Thiền,https://www.vinabook.com/images/thumbnails/product/240x/318188_p84990mchangcanngoi.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Jan Chozen Bays     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mọi người thường nói với tôi: “Tôi rất muốn thực hành chánh niệm nhưng lại quá bận rộn. Vậy nên, tôi chẳng có thời gian để thực hành.” Hầu hết mọi người đều nghĩ chánh niệm giống những việc như đi làm, nuôi dạy con cái và chăm sóc nhà cửa mà họ phải hoàn thành mỗi ngày.Thực ra, việc biến chánh niệm thành một phần trong đời sống lại giống trò nối những dấu chấm hay vẽ tranh bằng số. Bạn có nhớ những bức tranh mà mỗi vùng trên đó được đánh số chỉ ra màu sắc bạn phải tô lên không? Khi bạn tô các vùng ấy bằng màu xám, rồi màu xanh lá và màu xanh da trời, thì một bức tranh đẹp sẽ dần hiện ra. Thực hành chánh niệm cũng giống như vậy. Bạn bắt đầu với một góc nhỏ trong cuộc sống của mình, ví dụ, cách bạn trả lời điện thoại.Mỗi lần điện thoại đổ chuông, bạn dừng lại và thực hành ba hơi thở thật chậm, thật dài, sau đó thì nhấc máy. Bạn hãy làm điều này trong vòng một tuần hoặc lâu hơn cho đến khi nó trở thành một thói quen. Sau đó bạn lại thực hành thêm một loại chánh niệm khác, như chánh niệm trong khi ăn chẳng hạn. Khi loại chánh niệm này trở thành một phần trong đời sống của bạn, thì bạn có thể thực hành thêm loại chánh niệm khác.Dần dần, bạn hiện hữu ở hiện tại và tỉnh giác trong nhiều giây phút hơn.Trải nghiệm dễ chịu về cuộc đời sống trong tỉnh giác bắt đầu xuất hiện.Những bài tập trong cuốn sách này chỉ ra nhiều khoảng trống khác nhau trong đời sống mà bạn có thể bắt đầu lấp kín bằng những gam màu ấm áp của thực hành chánh niệm khơi mở từ trái tim. Tôi là một giáo viên dạy thiền định và sống tại một tu viện thiền ở Oregon. Tôi cũng là một bác sĩ nhi khoa, một người vợ, một người mẹ và một người bà, vì thế tôi hiểu rõ cuộc sống hằng ngày có thể trở nên căng thẳng và khó khăn tới mức nào. Tôi đã thiết kế những bài tập này để giúp bản thân tỉnh thức, hạnh phúc và thư giãn nhiều hơn trong cuộc sống bận rộn. Tôi trao tặng bộ bài tập này cho bất cứ ai muốn trở nên hiện hữu trọn vẹn và tận hưởng từng khoảnh khắc bé nhỏ trong cuộc đời họ. Bạn không cần phải dành cả tháng trời để nhập thất thiền định hoặc chuyển đến một tu viện để phục hồi lại sự an tĩnh và cân bằng cho cuộc sống của mình. Những điều đó đã luôn có sẵn cho bạn.Từng chút từng chút một, thực hành chánh niệm mỗi ngày sẽ giúp bạn đạt được sự mãn nguyện và trọn vẹn trong chính cuộc sống mà bạn đang trải qua.Chánh niệm là gì và tại sao chánh niệm lại quan trọng?Trong những năm gần đây, mối quan tâm tới chánh niệm tăng lên rất nhiều trong giới nghiên cứu, các nhà tâm lý học, các nhà vật lý học, các nhà giáo dục học và trong đời sống công chúng nói chung. Nhưng chính xác thì “chánh niệm” là gì? Dưới đây là định nghĩa mà tôi muốn sử dụng:Chánh niệm là chủ định tập trung hoàn toàn vào những gì đang xảy ra xung quanh bạn và bên trong bạn – trong thân, tâm và trí của bạn. Chánh niệm là nhận biết mà không chỉ trích hay phán xét.Có lúc chúng ta có chánh niệm và có lúc thì không. Một ví dụ cụ thể là việc chú ý vào đôi tay trên vô lăng khi bạn đang lái xe. Hãy nhớ lại lần đầu tiên bạn học lái xe, chiếc xe đã rung lắc và lăn bánh vào con đường khi đôi tay của bạn vụng về xoay vô lăng ngược xuôi, điều chỉnh đi điều chỉnh lại. Bạn hoàn toàn tỉnh thức, hoàn toàn tập trung vào đôi tay khi lái xe. Sau một thời gian, đôi tay của bạn đã học được cách nắm vô lăng thuần thục, có thể điều khiển xe tự động và tinh tế. Bạn có thể điều khiển chiếc xe chuyển động nhẹ nhàng về phía trước mà không cần phải quá tập trung vào đôi tay. Bạn có thể vừa lái xe, vừa nói chuyện, vừa ăn và vừa nghe radio cùng một lúc. Từ đó phát khởi kinh nghiệm mà tất cả chúng ta đều có, kinh nghiệm lái xe ở chế độ tự động. Bạn chỉ cần mở cửa xe, tìm chìa khóa xe, lùi xe cẩn thận ra ngoài đường, và… bạn đưa xe vào bãi đỗ xe tại công sở. Hãy chờ một chút! Điều gì đã xảy ra với hai mươi cây số và bốn mươi phút từ nhà bạn đến nơi làm việc của bạn?Đèn đường xanh hay đỏ?Tâm thức của bạn đã được thư thái, rơi vào một vài cảnh giới dễ chịu hoặc căng thẳng, trong khi thân thể bạn điều khiển chiếc xe trong vô thức đi qua dòng xe cộ và đèn giao thông, rồi đột ngột bừng tỉnh ngay khi bạn đến đích. Như thế có tệ không? Nó không tệ theo cách hiểu thông thường về một việc bạn nên cảm thấy hổ thẹn hoặc tội lỗi. Nếu bạn có thể đi làm trên một chiếc xe chạy ở chế độ tự động trong suốt nhiều năm liền mà không gặp một tai nạn nào, bạn có thể được xem là khá điêu luyện đấy! Nhưng chúng ta có thể nói rằng như vậy thật tệ, bởi vì khi chúng ta dành nhiều thời gian để cơ thể làm một việc trong tình trạng tâm trí được thư thái, thì có nghĩa là chúng ta không thực sự hiện hữu trong phần lớn cuộc đời mình. Khi chúng ta không hiện hữu, một cách mơ hồ chúng ta cảm thấy liên tục bất mãn. Cảm giác bất mãn này, cảm giác về một khoảng trống giữa ta với mọi thứ, mọi người khác, chính là vấn đề cốt tủy của đời sống. Nó dẫn đến cảm giác nghi ngờ và cô đơn sâu thẳm trong ta. Đức Phật đã gọi đây là Sự Thật Thứ Nhất: Thực tế thì mỗi người sẽ trải qua loại khổ đau này vào một thời điểm nào đó trong cuộc đời. Dù có rất nhiều khoảnh khắc hạnh phúc trong cuộc sống của chúng ta, nhưng khi bạn bè của ta về nhà, khi ta một mình hay mỏi mệt, khi ta thất vọng, buồn phiền, hoặc bị phản bội, thì cảm giác bất mãn và đau khổ sẽ lại một lần nữa khởi phát. Tất cả chúng ta đều muốn dùng những phương pháp chữa trị “không theo chỉ dẫn của bác sỹ” – đồ ăn, chất kích thích, tình dục, làm việc quá tải, chất có cồn, phim ảnh, mua sắm, cờ bạc – để làm dịu đi nỗi đau khổ trong cuộc sống đời thường. Những phương pháp này đều có tác dụng trong một khoảng thời gian ngắn, nhưng chúng hầu như đều có các phản ứng phụ – như rơi vào nợ nần, bất tỉnh, bị bắt, hoặc mất đi người mình yêu thương – vì thế về lâu dài, chúng chỉ làm gia tăng khủng hoảng. Nhãn trên các loại thuốc “không theo chỉ dẫn của bác sỹ” đều viết rằng: “Chỉ có tác dụng làm giảm tạm thời các triệu chứng. Nếu các triệu chứng tiếp diễn, hãy đến gặp bác sĩ”. Trong nhiều năm qua, tôi đã tìm thấy một phương pháp đáng tin cậy giúp làm dịu những nỗi buồn phiền, bất an và khiến chúng không tái diễn. Tôi đã kê đơn phương pháp này cho chính bản thân tôi cũng như nhiều người khác nữa, và thu được những kết quả tuyệt vời. Phương pháp đó chính là thực hành chánh niệm thường xuyên.Mời bạn đón đọc. ",65.0, 13 x 20.5 cm , 10/2018 , Thái Hà , Nxb Lao động ,212.0, Jan Chozen Bays , Bìa mềm , Sen Xanh 
Chánh Niệm Ứng Dụng - 50 Trò Chơi Cho Đời Thảnh Thơi,https://www.vinabook.com/images/thumbnails/product/240x/318186_p84984m50trochoi.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Susan Kaiser Greenland     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Annaka Harris     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thoạt nhìn, ai cũng tưởng rằng thiền là dễ lắm. Ngồi trên một tấm nệm và không làm gì cả thì có gì mà khó khăn kia chứ? Ấy thế nhưng khi mới học thiền, tôi không khỏi liên tưởng đến việc chơi với một con búp bê Nga: Khi mở nó ra, bạn sẽ thấy một con búp bê giống hệt nữa ở bên trong, chỉ có điều là nhỏ hơn mà thôi, rồi lại đến con nữa, và vài con nữa, cứ thế cho đến con búp bê bé nhất. Dường như có vô vàn các tầng lý thuyết xếp chồng lên nhau mà tôi phải tìm hiểu trước khi có thể thực sự bắt tay vào thực hành thiền. Được bạn bè và đồng nghiệp giới thiệu cho một vài cuốn sách, tôi lại chật vật bơi giữa vô vàn các phương pháp và thuật ngữ khác nhau; dòng chảy các khái niệm và kỹ thuật dường như vô tận. Nhưng tôi vẫn kiên trì, và cuối cùng thiền trở thành một chốn ngơi nghỉ thay vì một cuộc vật lộn. Rốt cuộc tôi đã nắm được trong tay con búp bê nhỏ nhất. Tôi viết cuốn sách này với hy vọng rằng, nó sẽ giúp các bậc phụ huynh có thể dễ dàng hiểu những ý tưởng trên hơn tôi trước đây, và khiến chúng ở mức đơn giản vừa đủ để họ có thể chia sẻ với con cái. Ngày càng có nhiều nghiên cứu khoa học khẳng định cho điều mà các thiền giả đã biết từ nhiều thế kỷ nay: Chánh niệm và thiền định giúp phát triển một tập hợp các kỹ năng sống cho trẻ nhỏ và trẻ vị thành niên, cũng như giúp các bậc phụ huynh nhìn nhận những gì đang diễn ra bên trong và xung quanh họ một cách trí tuệ và từ bi hơn. Cuốn sách này bàn đến 6 kỹ năng sống – Tập trung, Lắng yên, Nhìn, Điều chỉnh lại, Chăm sóc và Kết nối. Tôi minh họa 6 kỹ năng này theo một vòng tròn, trong đó Tập trung nằm ở vị trí trung tâm, bởi nó có khả năng hỗ trợ cho 5 kỹ năng còn lại. Sự phối hợp giữa các kỹ năng diễn ra như sau:Khi trẻ nhỏ và trẻ vị thành niên tập trung vào một trải nghiệm trong thời khắc hiện tại (có thể là cảm nhận hơi thở hay các âm thanh trong phòng), tâm trí chúng sẽ trở nên lắng yên, và một không gian mở ra trong đầu, cho phép chúng thấy được tường tận hơn những gì đang diễn ra. Khi đã nhận thức rõ hơn những gì đang diễn ra trong tâm trí và cơ thể mình, trẻ nhỏ sẽ học được cách sử dụng những ấn tượng cảm quan (ví dụ như “Con cảm thấy bồn chồn” hay “Con thấy nóng ruột”) như những dấu hiệu giúp chúng dừng lại và chiêm nghiệm trước khi phát ngôn hay hành động. Thông qua quá trình này, chúng dần bớt thụ động hơn và có ý thức rõ hơn về những gì đang diễn ra bên trong cũng như xung quanh mình.Thay vì tập trung vào kết quả, chúng tập trung vào việc phản ứng với tình huống trước mắt bằng trí tuệ và lòng từ bi.Những phẩm chất chăm sóc và kết nối sẽ xuất hiện tự nhiên khi trẻ nhỏ và trẻ vị thành niên nhìn ra mạng lưới các mối quan hệ, nguyên nhân và điều kiện dẫn đến từng khoảnh khắc.Khi đó, chúng sẽ có cơ hội điều chỉnh lại cách nhìn nhận một tình huống và có thể quyết định nói, hành động phù hợp với những phẩm chất đó.Trong chánh niệm và thiền định có những phẩm chất cố hữu bí ẩn, nhưng nếu cứ cố phá giải mật mã bằng cách đưa các phẩm chất đó về thành những danh sách với những gạch đầu dòng thì sẽ hiểu sai vấn đề này hoàn toàn. Tuy nhiên, tôi lại quan tâm đến những mật mã sáng tạo khác, chẳng hạn như nhạc jazz, trong đó các nhạc sĩ nghiên cứu vòng tròn bậc 5 và tập luyện các thang âm để trau dồi những phẩm chất nghệ thuật tồn tại cố hữu trong những khúc ngẫu hứng vốn khó có thể miêu tả thành lời. Cũng như các nhạc sĩ jazz, thiền giả nghiên cứu một tập hợp các chủ đề và tập luyện một tập hợp các kỹ năng sống để trau dồi cho những phẩm chất tồn tại cố hữu trong chánh niệm và thiền định vốn khó có thể nắm bắt để chỉ mặt đặt tên. Trong cả hai lĩnh vực sáng tạo trên, hành giả sẽ biết những phẩm chất bí ẩn đó khi họ nhìn thấy chúng, không phải vì họ có thể diễn đạt chúng thành lời, mà vì họ có thể cảm nhận được chúng. Người xưa có câu ví rằng trí tuệ và lòng từ bi giống như hai cánh của một con chim và để bay được, chúng ta phải cần đến cả hai. Những chủ đề trừu tượng và các kỹ năng sống thực tế học được qua chánh niệm và thiền định sẽ giúp phát triển trí tuệ và lòng từ bi. Khi phối hợp với nhau, chúng mang đến mức độ tự do về mặt tâm lý, giúp trẻ và gia đình vượt qua được những khó khăn trong cuộc sống, như chú chim cất cánh bay vút lên bầu trời. Có lẽ điều khiến tôi thích nhất ở những trò chơi chánh niệm là chúng mang đến cho các bậc phụ huynh và con trẻ một cơ hội đáng quý để cùng dạy và cùng học với nhau. Cũng dễ hiểu khi nhiều phụ huynh cho biết rằng các hoạt động dành cho trẻ nhỏ chỉ ra cho họ một lối đi đến thiền mà trước đây họ chưa từng tiếp cận được.Điều này đưa tôi đến một điểm quan trọng: Trên cương vị phụ huynh, nếu chính chúng ta chánh niệm, thì sẽ tác động mạnh mẽ đến mọi người trong cuộc sống chúng ta, đặc biệt là con trẻ. Chúng để ý thấy khi nào chúng ta bình tĩnh, thoải mái, hân hoan, và chúng học từ chúng ta. Cách chúng ta sống ảnh hưởng đến cách sống cũng như cảm nhận của chúng về sự an toàn. Đó là lý do tại sao tôi khuyến khích các bậc phụ huynh nên thực hiện chánh niệm trước, thông qua tìm hiểu những chủ đề trong cuốn sách này, và tự chơi các trò chơi trước, sau đó mới chia sẻ với con cái. Trò chơi chánh niệm được xây dựng dành cho lứa tuổi trẻ, nhưng đừng cho rằng chỉ trẻ nhỏ mới nên chơi. Chúng cũng mang lại nhiều niềm vui và những thay đổi cho các bậc phụ huynh cũng như bất kỳ ai đang có mối quan hệ ý nghĩa với một em bé hoặc trẻ vị thành niên. Các giáo viên, chuyên gia trị liệu, ông, bà, cô, dì, chú, bác – những trò chơi này cũng dành cho các vị nữa. Mọi người đã sẵn sàng chưa? Hãy thư giãn và cảm nhận đôi chân của mình nhé.Mời bạn đón đọc. ",75.0, 13 x 20.5 cm , 10/2018 , Thái Hà , Nxb Lao động ,272.0," Susan Kaiser Greenland , Annaka Harris ", Bìa mềm , Khánh Trang 
Nghệ Thuật & Kỹ Năng Thiền Định Phật Giáo,https://www.vinabook.com/images/thumbnails/product/240x/314737_p84567m1batrc.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Richard Shankman     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     “Một hướng dẫn vô cùng cởi mở và rõ ràng để đào sâu hiểu biết của chúng ta về quá trình thiền định. Một đóng góp quan trọng cho sự điều hướng hành trình nội tâm của chúng ta.”Joseph Goldstein, tác giả của Mindfulness“Richard Shankman thực hiện một công trình bậc thầy hướng dẫn về thiền định thông qua sự tác động lẫn nhau tự nhiên và mạnh mẽ của quán niệm, định tâm và minh sát.”Tara Brach, tác giả của Radical Acceptance và True Refuge“Một hướng dẫn tu tập tuyệt vời! “Nghệ thuật và kỹ năng thiền định Phật giáo” có giá trị với bất cứ ai, nhưng những người không thể dễ dàng tiếp cận một trung tâm thiền định hoặc cộng đồng hỗ trợ sẽ đặc biệt trân trọng cuốn sách Nghệ thuật và kỹ năng thiền định Phật giáo này.”Sharon Salzberg, tác giả của Lovingkindness và Real HappinessMời bạn đón đọc. ",86.0, 13.5 x21 cm , 09/2018 , Văn Lang , NXB Hồng Đức ,216.0, Richard Shankman , Bìa mềm , Thế Anh 
Sợi Chỉ Đỏ Thiền,https://www.vinabook.com/images/thumbnails/product/240x/307413_p82981mbatrc.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Susan Murphy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Một phụ nữ đột ngột ngừng việc luyện tập bản sonata violon để lắng nghe tiếng rơi đột ngột ở cửa sổ. Bà chạy ra bên ngoài và phát hiện một con chim sẻ đỏ nằm bất động trên tuyết với vết thương đang chảy máu. Mảnh hồi niệm về con chim sẻ đỏ làm đau lòng người phụ nữ này có tiêu đề là “Sợi Chỉ Đỏ"" được đặt theo tên của công án đánh dấu dòng Thiền Đại thừa với minh kiến vững chắc về vô ngã.Công án này đưa ra câu hỏi tưởng chừng đơn giản nhưng luôn được xem trọng: Tại sao các thánh nhân giác ngộ và các bồ tát vẫn còn vương vấn với sợi chỉ đỏ (cõi nhân sinh)?Cuộc sống là món quà mà bạn trao tặng và được trao tặng. Tính hữu hạn của nó ban tặng tất cả những gì chúng ta yêu thương trong cuộc sống này. Sống-và-chết là nốt nhạc nền của bài thuyết pháp chung kéo dài suốt đời mà chúng ta sẽ bổ sung thêm những nốt nhạc riêng đặc trưng của mình. Nó là câu trả lời diễn cảm khi thể hiện tính bền bỉ kỳ diệu của sợi chỉ đỏ không thể bị cắt đứt dính mắc tất cả chúng ta trong tính không.Cuốn sách Sợi Chỉ Đỏ Thiền của Susan Murphy là một chuỗi suy niệm sâu xa về bản chất đời sống xuyên qua những công án Thiền cùng âm vang của cả hai truyền thống văn hoá, phương Đông và phương Tây.Mời bạn đón đọc. ",145.0, 13.5 x 21 cm , 03/2018 , Văn Lang , NXB Hồng Đức ,360.0, Susan Murphy , Bìa mềm , Thế Anh 
Thiền Đích Thực,https://www.vinabook.com/images/thumbnails/product/240x/308782_p83260mthien.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Shunryu Suzuki     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong những bài giảng ở tuyển tập này, Shunryu Suzuki minh giải về Thiền bằng ngôn ngữ thường nhật, với tính chất u mặc và nhân ái. Trong lúc mang đến sự thân mật gần gũi – giống như một người mẹ hay một người cha đang dang tay giúp đỡ – ông khuyến khích bạn tìm kiếm con đường của riêng mình. Thay vì nhấn mạnh vào những chỉ dẫn và kỹ thuật chuyên biệt, ông đề nghị một cách hiểu sâu xa về Thiền cũng như cách để chúng ta tự thể hiện mình trọn vẹn trong thực hành thiền định cũng như trong đời sống thường nhật.Đầy khôn ngoan và mang lại cảm hứng, Thiền đích thực là một cẩm nang tuyệt vời cho bất kỳ ai đang truy cầu sự giác ngộ viên mãn và sự thanh tịnh tâm thức. Mời bạn đón đọc. ",105.0, 13.5 x 21 cm , 06/2018 , Văn Lang , NXB Hồng Đức ,256.0, Shunryu Suzuki , Bìa mềm , Huỳnh Văn Thanh 
Giãn Cơ Là Đủ - Yoga Cho Dân Văn Phòng,https://www.vinabook.com/images/thumbnails/product/240x/362620_p92508mgiancoladu1.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    SeoHee Park     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong bất kỳ hoàn cảnh nào và ở bất cứ đâu, sức khỏe luôn là điều quan trọng nhất. Để rèn luyện sức khỏe có rất nhiều cách vận động hay thậm chí các bài tập phải trả chi phí như tập cùng huấn luyện viên, pilates. Cho dù là bài tập nào thì việc học và tập thử cũng là một việc tốt. Tuy nhiên, điều quan trọng nhất đó chính là tạo ra được một bài tập luyện riêng của bản thân mình. Nếu bạn nắm được phương pháp tập thể dục phù hợp với bản thân thì có thể quản lý sức khỏe một cách dễ dàng.Để giải quyết vấn đề này Nhà xuất bản Phụ nữ Việt Nam xin giới thiệu cuốn sách GIÃN CƠ LÀ ĐỦ.Giãn cơ chính là một bài tập tốt cho việc tạo ra một bài tập vận động. Nếu bạn nắm được một vài động tác giãn cơ thì bạn sẽ dễ dàng duy trì được hiệu quả trong các bài tập khác. Điều tuyệt nhất là giãn cơ giúp bạn luôn khỏe mạnh và có một thân hình đẹp.Giãn cơ là các bài tập có sức cuốn hút nhất đối với những con người hiện đại bận rộn. Chỉ cần tập các bài tập giãn cơ bất cứ ở đâu và bất cứ lúc nào rảnh rỗi cũng có thể giúp cơ thể trở nên khỏe mạnh và có sức đàn hồi hơn. Tùy theo lối sống, mỗi người có thể chọn cho mình thời gian buổi sáng, buổi tối hay bất cứ lúc nào phù hợp để giãn cơ và mỗi ngày chỉ cần 5 phút là đủ.Với các hình minh họa động tác chân thực dễ hiểu, cuốn sách giúp độc giả tiếp cận dễ dàng với các bài tập giãn cơ từ cơ bản tới nâng cao. Mỗi ngày đều đặn 5 phút giãn cơ sẽ tác động rất lớn đến sự phát triển của trẻ nhỏ và thanh thiếu niên, thậm chí người đã trưởng thành cũng có hiệu quả rất tốt. Khi cơ thể kiệt sức, nếu mục đích của bạn không phải là để tập luyện hay đăng những bức ảnh lên mạng xã hội và khoe với người khác thì quả thực chỉ cần giãn cơ là đủ.Đối với những người bận rộn không có thời gian vận động thì giãn cơ là một điều kiện cần thiết để có một cuộc sống khỏe mạnh. Trong cuộc sống dù bận rộn các bạn cũng nên quan tâm tới sức khỏe của bản thân mình bằng thói quen giãn cơ, điều này sẽ giúp cơ thể khỏe mạnh hơn, dẻo dai và có sức đàn hồi tốt hơn.Mời bạn đón đọc. ",110.0, 21.5 x 29 cm , 07/10/2020 , NXB Phụ Nữ , NXB Phụ Nữ ,96.0, SeoHee Park , Bìa mềm , Đỗ Thị Tuyết Mai 
An Nhiên Giữa Những Bộn Bề,https://www.vinabook.com/images/thumbnails/product/240x/362553_p92482mannhien.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Sharon Salzberg 
                                                                                                                                            Bà Sharon Salzberg là một thiền sư cư sĩ nổi tiếng và cũng là tác giả của những quyển sách chuyên viết về thiền quán (vipassana). Những quyển sách viết về thiền của bà đã có tên trên danh sách của New York Time Best Seller. Bà Sharon Salzberg, sáng lập viên của trung tâm thiền tập ",105.0, 13.5 x 20.5 cm , 06/10/2020 , Minh Long , NXB Thanh Niên ,328.0, Sharon Salzberg , Bìa mềm , Thanh Hằng 
Pháp Thoại Thiền Đốn Ngộ,https://www.vinabook.com/images/thumbnails/product/240x/362084_p92335mscan0001.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Bùi Thành     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     """,80.0, 14.5 x 20.5 cm , 22/09/2020 , Nhà sách Hoa Sen , NXB Hồng Đức ,520.0, Bùi Thành , Bìa mềm ,
Yoga Âm Lưu Cõi Trời,https://www.vinabook.com/images/thumbnails/product/240x/358241_p91239myoga.jpg,Thể dục – yoga – thiền,"  Thông tin tác giả    Sant Kirpal Singh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Surat có nghĩa là sự chú tâm, còn Shabd là Âm Lưu nội tại (hay dòng Âm Thanh bên trong), nguyên lý sáng tạo sự sống vốn tràn ngập toàn vũ trụ và hiện hữu trong mỗi con người. Trong quyển sách này, Sant Kirpal Singh mô tả làm thế nào mà Surat Shabd Yoga (Yoga Âm Lưu Cõi Trời) lại là một phương pháp khai ngộ đã được kiểm chứng qua thời gian. Ngài đề cập đến pháp môn này như là “đỉnh cao đích thực của sự sống,” bởi vì sự câu thông có ý thức với Âm Lưu bất tận này cho phép linh hồn tiến hóa đến mức độ tự giác cao nhất.Mời bạn đón đọc. ",39.0, 14.5 x 20.5 cm , 06/2020 , Nhà cung cấp khác , NXB Hồng Đức ,106.0, Sant Kirpal Singh , Bìa mềm , Seva 
